id,IMDb,title,genres,overview
9363,409056,Along Came the Devil,"Thriller,Horror,Drama","After a troubled childhood, Ashley searches for a connection, and unknowingly invites in a demonic force, which leaves her loved ones fighting for her soul."
9364,1115128,The Saint of Second Chances,Documentary,A baseball dynasty built on fun — and a disco disaster that nearly undid it all. Explore the comeback of a lifetime in this documentary about Mike Veeck.
9365,652156,Apples,"Drama,Science Fiction","As an unpredictable, sweeping pandemic causes people to develop sudden amnesia, a man finds himself enrolled in a recovery program designed to help him build a new life. His treatment: performing daily tasks prescribed by his doctors on cassette tape, and capturing those with a Polaroid camera."
9366,550025,Christmas in Evergreen: Letters to Santa,Romance,"Lisa's trip home to Evergreen for the holidays finds her shepherding an effort to save the town's beloved general store, fulfilling the wishes of a Christmas past and finding a romance full of Christmas magic."
9367,324538,Damascus Cover,Thriller,A spy navigates the precarious terrain of love and survival during an undercover mission in Syria.
9368,399056,Sunset,Drama,"In 1913, an orphaned young woman arrives in Budapest to take up employment as a milliner at the hat store that belonged to her late parents but becomes mired in a search for a brother she had never known of."
9369,39543,My American Uncle,"Comedy,Drama,Romance","Prof. Henri Laborit uses the stories of the lives of three people to discuss behaviorist theories of survival, combat, rewards and punishment, and anxiety. René is a technical manager at a textile factory and must face the anxiety caused by corporate downsizing. Janine is a self-educated actress/stylist who learns that the wife of her lover is dying and must decide to let them reunite. Jean is a controversial career-climbing writer/politician at a crossroads in life."
9370,665877,Critical Thinking,Drama,"Based on a true story from 1998, five Latino and Black teenagers from the toughest underserved ghetto in Miami fight their way into the National Chess Championship under the guidance of their unconventional but inspirational teacher."
9371,532953,Purl,"Animation,Comedy","Purl, an earnest ball of yarn, gets a job at a fast-paced, male-centered startup company. Things start to unravel as Purl tries to fit in with this tight-knit group, but she must ask herself how far is she willing to go to get the acceptance she yearns for and if, in the end, it is worth it."
9372,525453,The Perfect Bride: Wedding Bells,Romance,"Former marriage counselor turned fitness instructor Molly White has built a popular brand of workout classes, while her successful wedding photographer boyfriend Nick is branching out into art photography. Molly and Nick are very much in love and about to take the plunge by getting married, but life’s complexities combined with wedding planning are making their trip to the altar a challenge. When thoughts of postponement crop up, can this perfectly matched bride and groom work together to make their wedding happen?"
9373,65015,Sweetie,"Drama,Comedy","The buttoned-down, superstitious Kay is attempting to lead a normal existence with her new boyfriend Louis. That’s until Sweetie, her rampaging, devil-may-care sister, returns home after an absence, exposing the rotten roots of their family and placing a strain on Kay and Louis’ relationship."
9374,982502,Blondi,"Comedy,Drama","Blondi and Mirko live together, listen to the same music, watch the same films, like to smoke pot and share the same friends. But, even though they seem to be the same age, Blondi is Mirko's mother."
9375,925705,The Long Night,Horror,A devoted couple's quiet weekend takes a bizarre turn when a nightmarish cult and their maniacal leader come to fulfill an apocalyptic prophesy.
9376,1084605,Broken Ties,Thriller,"Selma killed her husband, a crooked cop, in self-defense. She takes refuge with her estranged sister Madison without telling her the whole truth."
9377,1166427,Master & Apprentice: A Special Look at Ahsoka,Documentary,Dive into the new Star Wars master-apprentice legacy with the cast and filmmakers of Ahsoka.
9378,486103,My Big Gay Italian Wedding,Comedy,"A father, who calls himself ""open"" and tolerant and fights against any form of discrimination, reveals himself as not so liberal when his son announces the engagement to his partner. Overwhelmed by the news, he regresses into the most fierce opponent of same-sex marriage, and tries to undermine his son's happiness with a series of embarrassing situations."
9379,589984,A Very Bad Friend,Comedy,"Mika, a little crook, took a quick tour of the prison, where he got to know ""Putin"", a crazy and unpredictable detainee. As soon as his sentence has been served, he decides to start from scratch and start his life over again. As he prepares to marry the daughter of a wealthy businessman, his past catches up with him: Putin arrives without warning! Mika will quickly realize that we do not easily get rid of such a ball ..."
9380,822010,Danny Boy,Drama,"Soldier Brian Wood, is accused of war crimes in Iraq by the human rights lawyer Phil Shiner. The two men go head to head in a legal and moral conflict that takes us from the battlefield, at so-called Checkpoint Danny Boy, to the courtroom and one of Britain’s biggest ever public inquiries, the Al-Sweady Inquiry."
9381,656844,Winter in Vail,"Romance,Comedy","Chelsea inherits a house in Vail. She meets Owen and gets a much needed break. Together, they put on Strudelfest to highlight the charm of Old Vail."
9382,841733,The Storied Life of A.J. Fikry,"Drama,Comedy,Romance","This comical love story follows the story of A.J. Fikry, whose life is not at all what he expected it to be. His wife has died, his bookstore is experiencing the worst sales in its history and now his prized possession, a rare edition of Poe poems, has been stolen. He’s given up on people and even the books in his store offer another reminder that the world is changing too rapidly. But when a mysterious package arrives at the store, it gives Fikry the chance to make his life over and see things anew."
9383,1719,The Soft Skin,"Drama,Romance","Pierre Lachenay is a well-known publisher and lecturer, married with Franca and father of Sabine, around 10. He meets an air hostess, Nicole. They start a love affair, which Pierre is hiding, but he cannot stand staying away from her."
9384,662745,Monica and Friends: Lessons,"Comedy,Drama,Adventure","In the sequel to Turma da Mônica: Laços, we follow Mônica, Jimmy Five, Maggy and Smudge dealing with the consequences of a mistake made at school. At the same time, they face transformations from childhood to adolescence and are about to discover the value of friendship."
